MOL1	MOL2	CLASS
OC(=O)c1ccc(O)c(O)c1	[O]n1ccc(cc1)C1=NN=C(O1)c1ccn([O])cc1	1
OC(C(O)C(O)=O)C(O)=O	c1cnccn1	1
CC=C1S(=O)CCS1=O	COC(C)C1S(=O)CCS1=O	1
CCCCCCCCCCOc1ccc(cc1)N=Nc1c(F)c(F)c(I)c(F)c1F	COc1ccc(cc1)C=Cc1ccncc1	1
CC(=O)c1ccc2ccccc2c1	O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	1
OC(C1CC2CCN1CC2C=C)c1ccnc2ccccc12	COc1ccccc1N1C(=C([S+]C1=S)C(=O)[O-])C	1
FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N	c1ccc(cc1)C=Cc1ccccc1	1
CC(=O)c1ccncc1	OC(=O)C=CC(O)=O	1
N1C=CC=N1	OC(=O)c1ccc2ccccc2c1c1c(ccc2ccccc12)C(O)=O	1
Fc1c(F)c(I)c(F)c(F)c1I	CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1	1
c1cc(ccn1)c1ccncc1	OC(=O)C1CCCCC1C(O)=O	1
FC(F)(F)c1cc2c(cc3c(cc(c(c3C(F)(F)F)C(F)(F)F)C(F)(F)F)c2C(F)(F)F)c(c1)C(F)(F)F	c1ccc2cc3ccccc3cc2c1	1
OC(=O)Cc1ccc(Cl)cc1	c1ccc(C=NN=Cc2ccccn2)nc1	1
OC(=O)CCCCCC(O)=O	Nc1cnccn1	1
NC(N)=O	NC(=O)C1=CC=CC=C1O	0
Oc1ccc(O)cc1	Cc1cccn([O])c1	1
O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2	O=C(NCC(c1ccccc1)c1ccccc1)C=CC(=O)N(Cc1ccccn1)Cc1ccccn1	1
OC(=O)c1ccc(F)c(F)c1	c1cc(ccn1)C=Cc1ccncc1	1
OC(C1OC2(CCCCC2)OC1C(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	O=C1C2CCCN2C(=O)C2CCCN12	1
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O	NC(=O)c1ccccc1O	1
Nc1cccc2cccnc12	OC(=O)c1cc(O)c(O)c(O)c1	1
CN1C(=O)N(C)C2=C(NC=N2)C1=O	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	1
NS(=O)(=O)c1ccc(CCN=Cc2ccccc2O)cc1	NS(=O)(=O)c1ccc(CC[NH+]=Cc2ccccc2[O-])cc1	1
Cc1cccc(C)n1	Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	1
NC(=O)c1ccncc1	Oc1cccc(c1)N(=O)=O	1
CN1C(=O)N(C)C2=C(NC=N2)C1=O	Nc1cccc(c1)C(O)=O	1
OC(=O)c1ccccc1F	c1cc(ccn1)C=Cc1ccncc1	1
c1cc(ccn1)c1ccncc1	OC(=O)c1ccc(cc1Cl)N(=O)=O	1
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	CN(C)c1ccc(cc1)C(O)=O	1
Oc1ccc(cc1)C(=O)c1ccc(O)cc1	c1cc(ccn1)C=Cc1ccncc1	1
OC1(C#C)c2cccc(Cl)c2C(O)(C#C)c2cccc(Cl)c12	CN(C)C1CCCCC1	1
C(Cc1ccncc1)c1ccncc1	COc1ccc(cc1)C(O)=O	1
O=C(Nc1cccnc1)c1ccc(cc1)C(=O)Nc1cccnc1	OC(=O)c1ccc(cc1)C(O)=O	1
NC(=O)CS(=O)(=O)c1ccccc1	CN(C)P(=O)(N(C)C)N(C)C	1
NC1=NC=C(Br)N=C1Br	OC(=O)CC(O)=O	0
NC(=O)c1ccc(O)cc1	Nc1ccc(cc1)C(O)=O	1
CN1C=NC2=C1C(=O)N(C)C(=O)N2C	NC(=O)C1=CC=C(F)C=C1	0
O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2	CCCCN(Cc1ccccc1)C(=O)CCC(=O)N(CCCC)Cc1ccccc1	1
NC(N)=O	OCCCCCCCCCCCCCCO	1
C(C(C(Cc1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1	c1ccc(cc1)C=Cc1ccccc1	1
OC1C2OC3OC1C(OC(=O)c1ccccc1)C(O3)C2OC(=O)c1ccccc1	CC12OC3C(O)C(O1)C(OC(=O)c1ccccc1)C(O2)C3OC(=O)c1ccccc1	1
Oc1cc(O)c2C(=O)C(=C(Oc2c1)c1ccc(O)c(O)c1)O	C1CN2CCN1CC2	1
OC(=O)C=Cc1ccccc1	O=C1N(CCCN2C=CN=C2)C(=O)c2ccc3C(=O)N(CCCN4C=CN=C4)C(=O)c4ccc1c2c34	1
Fc1ccc([NH+]=Cc2c([O-])ccc3ccccc23)cc1	OC(=O)C=CC(O)=O	1
O=C1C=CC(=O)C2=C1C(=O)C=CC2=O	c1cc2ccc3cccc4ccc(c1)c2c34	1
NC(=O)C1=CN=CC=C1	NC(=O)C1=CC(=CC=C1)F	0
Oc1ccc(cc1)c1ccc(O)cc1	Nc1ccccn1	1
O=C1NC=C(C=C1)N(=O)=O	OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O	1
OC(=O)C1=CC=C(Cl)S1	C(Nc1ncnc2NC=Nc12)c1ccccc1	1
c1cc(ccn1)c1ccncc1	Fc1c(F)c(F)c(I)c(F)c1F	1
c1ccc2cc3ccccc3cc2c1	COc1ccc(cc1)C1(O)c2ccccc2Oc2ccccc12	1
O=C(NN=Cc1cccnc1)c1ccccn1	OC(=O)CCCCCC(O)=O	1
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	Oc1ccc(I)cc1	1
OC(=O)c1ccc(cc1)N(=O)=O	CCN(CC)c1ccc(C=Cc2ccncc2)cc1	1
Fc1c(F)c(I)c(F)c(F)c1I	CCN1C=Nc2c(N)ncnc12	1
c1cc(ccn1)c1ccncc1	Oc1ccc(I)cc1	1
N1C=CN=C1	N1C=NC=N1	0
Cc1cc(O)cc(O)c1	NC(=O)c1cccnc1	1
OC(C1=CC=CS1)(C1=CC=CS1)c1ccc(cc1)C(O)(C1=CC=CS1)C1=CC=CS1	C1CCNC1	1
Fc1ccc(cc1)S(=O)(=O)NS(=O)(=O)c1ccc(F)cc1	CN(C)C(=O)N(C)C	1
NC(=O)c1c(F)c(F)c(F)c(F)c1F	NC(=O)c1ccccc1	1
Clc1ccc(c2C(=O)c3c(Cl)ccc(c3C(=O)c12)N(=O)=O)N(=O)=O	Cc1cccc2c1Sc1c(C)cccc21	1
Fc1c(F)c(I)c(F)c(F)c1I	c1ccc2c(c1)ccc1cccnc21	1
Oc1cccnc1Cl	OC(=O)c1ccc(cc1Cl)N(=O)=O	1
CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1	CC(=O)NC1=CC=C(O)C=C1	0
COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1	CN1C(=O)N(C)C2=C(NC=N2)C1=O	1
C(N1C=CN=C1C1=NC=CN1Cc1cccnc1)c1cccnc1	Fc1c(F)c(F)c(I)c(I)c1F	1
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	CCC1(CC)C(=O)NC(=O)NC1=O	1
Cc1cc(C)c(C)cc1C	N#Cc1cc(C#N)c(cc1C#N)C#N	1
CC1(C)CC#CCNC(=O)C(C)(C)CC#CCNC(=O)C(C)(C)CC#CCNC1=O	CC(=O)OC(C)(C)C	1
[NH3+]C(CCCC)C(=O)[O-]	[NH3+]C(CCSC)C(=O)[O-]	1
Nc1ccc(cc1)S(=O)(=O)Nc1ccc(Cl)nn1	C1CN2CCN1CC2	1
O=C([O-])C[n+]1ccccc1	OC(=O)Cc1ccccc1	1
ClP1(=NP(=NP(=N1)(Nc1ccc2OCCOc2c1)Nc1ccc2OCCOc2c1)(Cl)Cl)Cl	ClP1(=NP(=NP(=N1)(Cl)Cl)(Nc1ccc2OCCOc2c1)Nc1ccc2OCCOc2c1)Cl	1
C1CCC2(CC1)Nc1ccccc1N2	C1CCN(CC1)C1=CC2=NC3(CCCCC3)N=C2C=C1N1CCCCC1	1
CCCCNC(=O)NC1=NC(=CC(=O)N1)N(CCCC)CCCC	CC(C)C(=O)Nc1ccc2ccc(NC(=O)C(C)C)nc2n1	1
c1cc(ccn1)N=Nc1ccncc1	Ic1ccc(I)cc1	1
COc1cc(ccc1O)C(O)=O	OC(CN1C=NC=N1)(CN1C=NC=N1)c1ccc(F)cc1F	1
OC(=O)C=CC(O)=O	OC(=O)C1=CC=CC=C1O	0
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I	N#CCCCCCCC#N	1
Fc1c(F)c(I)c(F)c(F)c1I	c1ccc2cnccc2c1	1
OC(=O)COc1cccc(Cl)c1Cl	NC1=Nc2cc(Cl)ccc2O1	1
[NH3+]C(CC)C(=O)[O-]	[NH3+]C(Cc1ccccc1)C(=O)[O-]	1
C1C2C3C2C2C1C32	CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C	1
Brc1cccc(c1)C(=O)Nc1cccc(c1)C#C	Fc1c(F)c(F)c(F)c(F)c1F	1
O=C1CCCCN1	Cc1ccccc1S(N)(=O)=O	1
CC(=O)NC1=NN=C(S1)S(N)(=O)=O	CN1C(=O)N(C)C2=C(NC=N2)C1=O	1
CC1(O)C(=O)C(C)(C=C(Cl)C1(C)N(=O)=O)N(=O)=O	CC1=C(Cl)C(N(=O)=O)C(C)(O)C(=O)C1(C)N(=O)=O	1
Nc1ncnc2N(C=Nc12)C1OC(CO)C(O)C1O	OCC1OC(C(O)C1O)N1C=C(Br)C(=O)NC1=O	1
O=N(=O)c1ccc(cc1)N(=O)=O	OC(=O)C=Cc1ccc(I)cc1	1
CC(=O)c1ccncc1	Nc1ccc(CO)cc1	1
c1cc(ccn1)C=Cc1ccncc1	CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O	1
OC(=O)c1ccc(cc1)C#N	Nc1ccc(cc1)C(O)=O	1
CC(CCC(N)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	Cc1cccc(I)c1	1
CC(=O)NC1=Nc2c(Oc3cc(ncn3)c3ccc(cc3)C(F)(F)F)cccc2S1	CC=CC=CC(O)=O	1
CC(=O)c1ccc2ccc3cccc4ccc1c2c34	N#Cc1cc(C#N)c(cc1C#N)C#N	1
CN1C=NC2=C1C(=O)N(C)C(=O)N2C	OC(=O)COc1ccc2ccccc2c1	1
OC(=O)C=Cc1cc(cc(c1)N(=O)=O)N(=O)=O	CN(C)c1ccc(cc1)C(O)=O	1
OC(=O)C(O)=O	OC(=O)C1=CC(=CC=C1)[N+](=O)[O-]	0
OC(=CC(=O)c1ccccc1)c1ccc(cc1)c1ccccc1	OC(=CC(=O)c1ccc(cc1)c1ccccc1)c1ccccc1	1
C[N+]1(CCCCC1)CC(=O)[O-]	Oc1ccc(cc1N(=O)=O)N(=O)=O	1
Fc1c(F)c(I)c(F)c(F)c1I	O=C(C=Cc1c2ccccc2cc2ccccc12)c1ccccc1	1
NC(=O)N1c2ccccc2C=Cc2ccccc12	OC(=O)c1c2ccccc2cc2ccccc12	1
NC1=CC=NC=C1	OC(=O)C1=CC=CC=C1	0
C(Cc1ccncc1)Cc1ccncc1	Cc1cc(cc(c1)C(O)=O)C(O)=O	1
CC1=CC(=NO1)NS(=O)(=O)c1ccc(N)cc1	Oc1cccc2cccnc12	1
CCCCCCCC(O)=O	NC(=O)C1=CC=CC=C1N	0
CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2	NC(=O)C1=CC=C(C=C1)[N+](=O)[O-]	0
c1ccc2nc3ccccc3nc2c1	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
Fc1c(F)c(F)c(F)c(F)c1F	[C]	1
CS(=O)(=O)c1ccc(cc1)C1=CN=C2C=CC(=NN12)c1cccc(c1)S(C)(=O)=O	OC(=O)CCCCC(O)=O	1
NC(=O)C1=CN=CC=C1	OC1=CC2=CC=CC=C2C=C1	0
S1N=C2C(=CC=C(C3=Nc4c5ccccc5c5ccccc5c4N3c3ccccc3)C2=N1)c1ccncc1	OC(=O)c1ccc(cc1)C(F)(F)F	1
Cc1cc(C)nc(N)n1	OC(=O)CC(=C)C(O)=O	1
OC1=C(Sc2ccccc12)c1ccncc1	O=C1C(Sc2ccccc12)=C1C=CNC=C1	1
OC1(C#C)c2cccc(Cl)c2C(O)(C#C)c2cccc(Cl)c12	CCNCC	1
Fc1c(F)c(I)c(F)c(F)c1I	NC(=S)c1ccccc1F	1
NC(N)=NS(=O)(=O)c1ccc(N)cc1	C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1	1
O=C1N(C2CCCCC2)C(=O)c2ccc3c4ccc5C(=O)N(C6CCCCC6)C(=O)c6ccc(c7ccc1c2c37)c4c56	c1cc2cccc3c4cccc5cccc(c(c1)c23)c45	1
Nc1nc(N)nc(N)n1	OC(=O)Cc1ccc(Cl)cc1	1
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	CC1(C)C2=C(Cl)C=CC3=CC=CC3=C12	1
COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC	NC(N)=O	1
OC(=O)c1cc(O)ccc1O	CCCC1=Nc2c(C)cc(cc2N1Cc1ccc(cc1)c1ccccc1C(O)=O)C1=Nc2ccccc2N1C	1
Nc1ccccc1C(O)=O	COc1ccccc1C=Nc1ccccc1C(O)=O	1
CCOC(=O)NN=C(C)C	CC1=CC(=C(C)O1)C1=CC(=NN1)O	1
Oc1ccc(O)cc1	CN(C)C(=O)c1cc(cc(c1)C(=O)N(C)C)C(=O)N(C)C	1
c1cnccn1	OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O	1
CN1C(=O)N(C)C2=C(NC=N2)C1=O	OC(=O)c1c(F)c(F)cc(F)c1F	1
CCCCN(CC1=CC=CO1)C(=O)CCC(=O)N(CCCC)CC1=CC=CO1	O=C1NCc2ccc(CNC(=O)c3cccc(c3)C(=O)NCc3ccc(CNC(=O)c4cccc1c4)cc3)cc2	1
OC(=O)C1=CC=CS1	Nc1ncccn1	1
O=S1(=O)CCCC1	O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O	1
[NH3+]C(CC1=CNc2ccccc12)C(=O)[O-]	Oc1ccc(cc1)N(=O)=O	1
O=C1NC(=O)C=C1	COC1=CC(=O)OC(=C1)C	1
OC(=O)c1cc(O)ccc1O	O=C([O-])C1[NH2+]CCC1	1
c1cc(ccn1)c1ccncc1	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F	1
O=C1C=CNC=C1	OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O	1
O=P(CCCCP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
C1N2CN3CN1CN(C2)C3	IN1C(=O)CCC1=O	1
OC1=CC=C(O)C=C1	NC(=O)C1=CC=C(C=C1)[N+](=O)[O-]	0
O=C([O-])c1[nH+]cccc1	NC(=O)c1cccnc1	1
c1ccc2nc3ccccc3cc2c1	Fc1c(F)c(F)c(Br)c(F)c1F	1
OC(=O)C(OC(=O)c1ccccc1)C(OC(=O)c1ccccc1)C(O)=O	CC(C)(C)P(=O)c1ccccc1	1
Oc1ccc(O)cc1	CC1(O)CCC2CC1CCC2(C)O	1
C1CN2CCN1CC2	Fc1cc(F)cc(I)c1	1
COc1ccccc1C1=Nc2cc(cc(c2O1)C(C)(C)C)C(C)(C)C	CC(C)(C)c1cc(O)c(O)c(c1)C(C)(C)C	1
Nc1ccc(C(O)=O)c(O)c1	Nc1ncccn1	1
C1=CC=C2C=CC=CC2=C1	OC1=CC=CC=C1[N+](=O)[O-]	0
OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	O1C=CC=C1	1
Brc1ccc(cc1)c1nc2ccccc2nc1c1ccc(Br)cc1	OC(C(O)c1ccc(Br)cc1)c1ccc(Br)cc1	1
NC(N)=S	C1CC=CCCC=C1	1
Fc1c(F)c(I)c(F)c(F)c1I	c1cc2ccc3cccc4ccc(c1)c2c34	1
NC1=NC(=O)C=CN1	NC1=NC=CC(=O)N1	1
CC(=O)C1=C(O)C=C2Oc3c(c(O)c(C)c(O)c3C2(C)C1=O)C1=CSC(=N1)c1ccccc1	CC(O)=C1C(=O)C=C2Oc3c(c(O)c(C)c(O)c3C2(C)C1=O)C1=CSC(=N1)c1ccccc1	1
IC1=CSC(S1)=C1SC2=C(SCCS2)S1	ClC1=C(Cl)C(=O)C(=C(C#N)C1=O)C#N	1
OC(=O)C1=CC=CC=C1O	COC1=CC=C(C=C1)C(O)=O	0
Cc1cccc(NC(=O)Nc2cccc(C)n2)n1	OC(=O)Cc1ccc(CC(O)=O)cc1	1
Cc1ccc(cc1)C(O)=O	Cc1cccn([O])c1	1
c1cc(ccn1)C=Cc1ccc2cc(C=Cc3ccncc3)ccc2c1	Oc1ccc(Br)c(O)c1	1
OC(=O)CCCCC(O)=O	CC(C)=NNC(=O)c1cccnc1	1
COc1ccc2N(C(=C(CC(=O)OCC(O)=O)c2c1)C)C(=O)c1ccc(Cl)cc1	NC(=O)c1ccncc1	1
c1cc2ccc3cccc4ccc(c1)c2c34	O=C1C=CC(=O)C=C1	1
C1=CC2=CC3=CC=CC=C3C=C2C=C1	O=[N+]([O-])C1=CC=C(C=C1)[N+](=O)[O-]	0
Oc1cc(Cl)cc(Cl)c1O	Cc1ccc2ccc3ccc(C)nc3c2n1	1
CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1	OC(=O)CCCCC(O)=O	1
C1CSC(S1)=CC=C1SCCS1	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1	Nc1ccc(cc1)C(O)=O	1
[O]n1ccc(cc1)c1ccn([O])cc1	O=C1NC(=O)NC(=O)N1	1
COc1cccc(C)c1c1[n+]([O-])c(cc2CCCCc12)c1ccccc1	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
CC1(C)C2(C)CCC1(OC2=O)C(=O)N1C(=O)C2(CCCC(=O)C2)c2ccccc12	C=CC=CC=C	1
CCNC(C)=N	CCN=C(C)N	1
O=C(NNC(=O)c1cccnc1)c1cccnc1	OC(=O)C=CC(O)=O	1
Oc1ccc(O)cc1	OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O	1
C1COCCOCCOCCOCCO1	NC1=NON=C1N	1
OC(=O)c1cccc(c1)C(O)=O	[O]n1ccc(cc1)C1=NN=C(O1)c1ccncc1	1
OC(CC(O)=O)C(O)=O	CC1=CC=CC=C1C(N)=O	0
CCOc1ccc(cc1)C(O)=O	c1cc(ccn1)C=Cc1ccncc1	1
Cc1ccnc(N)n1	Cc1ccccc1C(O)=O	1
OC(=O)c1cccc(c1)C#N	NC(=O)c1ccc(Cl)cc1	1
C1=NC=CC(=C1)C1=CC=NC=C1	OC(=O)C1=CC=C(F)C=C1	0
OC(C(O)C(O)C(O)=O)C(O)C(O)=O	CC(=O)NC1=NC2=C(OC3=NC=NC(=C3)C3=CC=C(C=C3)C(F)(F)F)C=CC=C2S1	0
Cc1ccc(O)cc1	Oc1ccc(cc1)C1(CCC(CC1)(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(O)cc1	1
Fc1c(F)c(F)c(Cl)c(F)c1F	c1cc2ccc3cccc4ccc(c1)c2c34	1
NNC(=O)c1ccncc1	OC(=O)c1ccc(cc1Cl)N(=O)=O	1
OC1(c2ccc(cc2)C2(O)c3ccccc3c3ccccc23)c2ccccc2c2ccccc12	CN(C)P(=O)(N(C)C)N(C)C	1
OC(=O)c1cc(F)c(F)cc1F	c1cc(ccn1)C=Cc1ccncc1	1
C1N2CN3CN1CN(C2)C3	Cc1cc(CN(Cc2cc(C)c(O)c(C)c2)Cc2cc(C)c(O)c(C)c2)cc(C)c1O	1
[NH3+]C(Cc1ccccc1)C(=O)[O-]	OC(C(O)=O)c1ccccc1	1
CC(=O)NC1=Nc2c(Oc3cc(ncn3)c3ccc(cc3)C(F)(F)F)cccc2S1	OC(=O)C=Cc1ccccc1	1
CCCCCCOc1ccc(cc1)N1C=CC(=O)C=C1	OC(=O)c1ccc(cc1)C#N	1
Oc1ccc(cc1)C=C(C#N)C#N	O=C([O-])C1[NH2+]CCC1	1
OC(=O)c1ccccc1F	Nc1ncccn1	1
CCN(C)C(=O)Oc1cccc(c1)C(C)N(C)C	Cc1ccc(cc1)C(=O)OC(C(OC(=O)c1ccc(C)cc1)C(O)=O)C(O)=O	1
Cc1cc2C(C=CC(=C(C#N)C#N)c2cc1C)=C(C#N)C#N	S1C=CSC1=C1SC=CS1	1
CCCCC(O)=O	c1cnccn1	1
O=S(Cc1ccccc1)Cc1ccccc1	Cc1cccc(c1)C(N)=O	1
OCC1CCC(CO)CC1	NC1CCCC(N)C1	1
OC(c1ccc(cc1)C(O)=O)c1ccc(cc1)C(O)=O	c1cc(ccn1)c1ccncc1	1
C1COCCOCCOCCOCCOCCO1	NC(=S)NNC(=O)c1ccccc1N	1
C(Cc1ccncc1)c1ccncc1	Oc1ccc(cc1)C1(c2ccc(O)cc2)c2ccccc2c2ccccc12	1
N#Cc1ccncc1	OC(=O)c1ccccc1Cl	1
OCCOCC[N+]1([O-])CCN(CC1)C1=Nc2ccccc2Sc2ccccc12	OC(=O)C=CC(O)=O	1
CN1C(=C(O)C2=CC=CC=C2S1(=O)=O)C(=O)NC1=CC=CC=N1	COC1=C(O)C=CC(=C1)C=CC(O)=O	0
OC(C(F)(F)F)C(F)(F)F	CC(C)(C)S(=O)(=O)c1ccccc1[I+][O-]	1
NNC(=O)c1ccncc1	OC(=O)CCCCCC(O)=O	1
OC(=O)CCC(=O)c1ccc(cc1)c1ccccc1	Nc1ccccn1	1
Cc1ccnc(C)c1	OC1(c2ccccc2CCc2ccccc12)c1ccccc1c1ccccc1C1(O)c2ccccc2CCc2ccccc12	1
Cc1cc(cc(C)c1N)c1cc(C)c(N)c(C)c1	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
FC(F)(I)C(F)(F)I	CC(C)COc1ccncc1NC(=O)c1cc(C(=O)Nc2cnccc2OCC(C)C)c(OCC(C)C)cc1OCC(C)C	1
NC(=O)N1c2ccccc2C=Cc2ccccc12	CCCC(O)=O	1
OC(=O)CCCC(O)=O	NC(N)=O	1
OC1=CC=C(O)C=C1	COC1=C(O)C=CC(=C1)C=CC(=O)CC(=O)C=CC1=CC(=C(O)C=C1)OC	0
c1cc2cccc3c4cccc5cccc(c(c1)c23)c45	CC1=CC(=NC#N)C(=CC1=NC#N)C	1
OC(=O)CCCC(O)=O	c1cnccn1	1
Fc1c(F)c(I)c(F)c(F)c1I	CN(C)c1ccc(cc1)C(=O)c1ccc(cc1)N(C)C	1
COc1ccc2cc(OC)ccc2c1	Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F	1
FC1=C(F)C(C(=C(F)C1=C(C#N)C#N)F)=C(C#N)C#N	c1cc2cccc3c4cccc5cccc(c(c1)c23)c45	1
COC(=O)C1=C(c2ccccc2)C(O)(c2ccccc2)C(=C1O)C(=O)OC	C1CNCCN1	1
Cc1cccc(N)c1C	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
Cc1cccc(Nc2ccccc2C(O)=O)c1C	c1cc(ccn1)N=Nc1ccncc1	1
C(N1C=CN=C1C1=NC=CN1Cc1ccncc1)c1ccncc1	FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I	1
OC(=O)C=CC(O)=O	CC12CCC3C(CC(=C)C4=CC(=O)C=CC34C)C1CCC2=O	1
FC1=C(F)C(=O)C(=C(F)C1=O)F	c1cc2cccc3c4cccc5cccc(c(c1)c23)c45	1
CN(C)c1cccc(c1)C(O)=O	NC(=O)c1ccc(Cl)cc1	1
OC(=O)C1=CC=CC=C1O	OC(=O)C1=CC(=CC=C1)F	0
c1cc(ccn1)c1ccncc1	OC(=O)COc1cccc(OCC(O)=O)c1	1
CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2	NC(=O)C1=CC=C(N)C=C1	0
Cc1ccc2ccccc2n1	OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O	1
Oc1cc(O)c2C(=O)C(=C(Oc2c1)c1ccc(O)c(O)c1)O	c1ccc2nc3ccccc3nc2c1	1
COc1cc(cc(OC)c1O)C12CC3CC(C1)CC(C3)(C2)c1cc(OC)c(O)c(OC)c1	O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	1
CC1CCN(CC1)N=O	CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	1
C1CCCOCCOCCOCCOCCOCCOCC1	CCOC(=O)c1cc(CNc2cc(cc(c2)C(=O)OCC)C(=O)OCC)cc(c1)C(=O)OCC	1
Nc1cc(Cl)cc(Cl)c1	Oc1cc(Cl)c(Cl)c(Cl)c1	1
OC(=O)c1ccc(O)cc1	[O]n1ccc(CCCc2ccncc2)cc1	1
c1cc(ccn1)C#CC#Cc1ccncc1	Fc1c(I)c(F)c(I)c(F)c1I	1
O=C(Nc1cccc(c1)N(=O)=O)Nc1cccc(c1)N(=O)=O	O=P(c1ccccc1)(c1ccccc1)c1ccccc1	1
Fc1c(F)c(I)c(F)c(F)c1I	C1CSCCN1	1
OC(=O)c1cc(O)ccc1O	CC(C)=NNC(=O)c1ccncc1	1
O=S1(=O)CCCC1	O=S(=O)(c1ccccc1)c1cc(c(cc1S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1	1
NC(=S)NN=Cc1ccc(Cl)cc1Cl	NC(=S)N1N=C(CC1c1ccc(Cl)cc1Cl)c1ccccn1	1
COc1c(OC)c2cccc3c(OC)c(OC)c4cccc1c4c23	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
COc1cccc(OC)c1C(O)=O	COc1cccc(OC)c1C1=CC(=O)c2ccccc2O1	1
N#Cc1ccc2ccccc2n1	OC(=O)C=CC(O)=O	1
Fc1c(F)c(F)c(I)c(I)c1F	COc1cccc(C=Nc2cccnc2)c1O	1
OC(=O)C1C(C2c3ccccc3C1c1ccccc21)C(O)=O	CCCCOC(C)=O	1
OC(=O)CCCCC(O)=O	c1ccc2N3N=NC=C3C=Cc2c1	1
Nc1nc(Nc2ccc(I)cc2)nc(Nc2ccc(cc2)C#N)n1	CCC1(CC)C(=O)NC(=O)NC1=O	1
c1cc(ccn1)C=Cc1ccncc1	IC#Cc1ccc(cc1)C#CI	1
Cc1cncc(C)n1	OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O	1
O=C1CCCCCC1	O=S(=O)(c1ccccc1)c1cc(c(cc1S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1	1
CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O	OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	1
O=C1NCCN1	OC(=O)C=CC(O)=O	1
C(Cc1ccncc1)Cc1ccncc1	OC1=CC(=O)c2ccccc2C1=O	1
CC(O)C(O)(c1ccccc1)c1ccccc1	CS(=O)c1ccccc1	1
